,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,Contract,TotalCharges,Churn
1582,Female,0,Yes,Yes,56,Yes,Yes,One year,3512.15,No
1583,Female,0,Yes,Yes,6,Yes,Yes,Month-to-month,273.25,No
1584,Female,1,No,No,65,No,No phone service,Two year,3517.9,No
1585,Male,0,Yes,No,42,Yes,Yes,One year,3375.9,No
1586,Female,0,Yes,Yes,68,Yes,Yes,Two year,7508.55,No
1587,Male,0,Yes,Yes,48,Yes,Yes,Two year,1245.05,No
1588,Female,1,No,No,50,Yes,Yes,One year,5347.95,No
1589,Female,1,No,No,7,Yes,No,Month-to-month,493.65,No
1590,Female,0,Yes,Yes,63,Yes,No,Two year,1263.85,No
1591,Male,0,No,No,17,Yes,No,Month-to-month,385.55,No
1592,Female,0,Yes,Yes,42,Yes,No,Month-to-month,3384.0,Yes
1593,Male,0,Yes,Yes,4,Yes,No,Month-to-month,84.2,No
1594,Female,0,No,Yes,62,Yes,Yes,Two year,1638.7,No
1595,Male,1,No,No,2,Yes,No,Month-to-month,165.4,Yes
1596,Female,0,Yes,No,2,Yes,No,Month-to-month,120.25,No
1597,Male,0,Yes,No,48,Yes,Yes,Two year,4473.45,No
1598,Male,0,Yes,No,27,Yes,No,Two year,520.55,No
1599,Female,0,Yes,Yes,70,Yes,No,Two year,5717.85,No
1600,Male,1,No,No,1,Yes,Yes,Month-to-month,88.8,Yes
1601,Male,0,Yes,No,46,Yes,Yes,One year,4312.5,No
1602,Male,0,No,No,30,Yes,No,Month-to-month,2755.35,Yes
1603,Female,0,No,No,15,Yes,Yes,Month-to-month,994.55,Yes
1604,Male,0,Yes,Yes,69,Yes,Yes,One year,6511.25,No
1605,Male,0,No,No,65,Yes,No,Two year,1218.65,No
1606,Male,1,Yes,Yes,72,Yes,No,Two year,7447.7,No
1607,Male,1,Yes,No,13,Yes,No,Month-to-month,1169.35,Yes
1608,Male,0,No,No,17,Yes,No,One year,279.5,No
1609,Male,0,Yes,No,51,Yes,Yes,One year,5720.35,No
1610,Male,0,Yes,Yes,51,Yes,No,Two year,3121.45,No
1611,Female,0,Yes,No,72,Yes,Yes,Two year,6468.6,No
1612,Male,0,Yes,Yes,67,Yes,Yes,One year,5918.8,Yes
1613,Male,0,No,No,34,Yes,No,Month-to-month,675.6,No
1614,Male,0,Yes,No,67,No,No phone service,Two year,3521.7,No
1615,Female,0,Yes,No,49,Yes,No,One year,923.1,No
1616,Male,0,Yes,Yes,53,Yes,No,Two year,1110.35,No
1617,Male,0,No,No,27,Yes,Yes,Month-to-month,1611.65,No
1618,Female,1,No,No,23,Yes,No,Month-to-month,2293.6,Yes
1619,Male,0,No,No,69,Yes,Yes,Two year,5553.25,No
1620,Female,0,Yes,Yes,2,No,No phone service,Month-to-month,44.75,No
1621,Female,0,No,No,35,Yes,Yes,Month-to-month,3029.1,Yes
1622,Female,0,Yes,No,46,Yes,No,One year,3231.05,No
1623,Female,0,No,No,54,Yes,Yes,Two year,5129.45,No
1624,Female,0,Yes,No,56,Yes,Yes,One year,5508.35,Yes
1625,Female,0,Yes,No,9,Yes,No,Month-to-month,655.9,Yes
1626,Male,0,No,No,20,Yes,Yes,Month-to-month,1191.2,No
1627,Male,0,No,No,11,Yes,No,Month-to-month,866.4,No
1628,Female,1,Yes,No,30,Yes,Yes,Month-to-month,2627.2,No
1629,Male,0,Yes,No,68,Yes,No,Two year,4741.45,No
1630,Male,1,Yes,No,38,Yes,Yes,Month-to-month,4009.2,No
1631,Female,1,Yes,No,17,Yes,Yes,Month-to-month,1463.45,Yes
1632,Male,0,No,No,48,Yes,Yes,One year,5082.8,Yes
1633,Female,0,No,No,1,Yes,No,Month-to-month,43.8,No
1634,Male,0,Yes,Yes,63,No,No phone service,Two year,3707.6,No
1635,Female,0,No,No,3,Yes,No,One year,220.45,No
1636,Female,0,No,No,48,Yes,Yes,One year,1133.7,No
1637,Male,0,No,No,66,No,No phone service,One year,1983.15,No
1638,Female,0,Yes,Yes,68,Yes,Yes,Two year,5746.75,No
1639,Male,1,No,No,17,Yes,No,Month-to-month,770.6,Yes
1640,Female,0,Yes,Yes,7,Yes,No,One year,134.05,No
1641,Male,0,Yes,No,72,Yes,Yes,Two year,6230.1,No
1642,Female,0,Yes,No,29,Yes,No,Month-to-month,573.05,No
1643,Male,0,Yes,No,37,Yes,No,Month-to-month,3419.3,No
1644,Female,0,No,No,34,Yes,Yes,Month-to-month,3587.25,Yes
1645,Female,1,No,No,42,Yes,Yes,Month-to-month,3541.35,Yes
1646,Female,0,Yes,Yes,59,Yes,Yes,One year,3801.3,No
1647,Male,0,Yes,Yes,11,Yes,No,Month-to-month,868.5,Yes
1648,Male,1,Yes,Yes,60,Yes,Yes,Month-to-month,4859.1,No
1649,Female,0,No,No,27,Yes,No,Month-to-month,1439.35,No
1650,Female,0,No,No,1,Yes,Yes,Month-to-month,85.8,Yes
1651,Male,1,No,No,1,Yes,No,Month-to-month,79.1,Yes
1652,Male,0,Yes,No,17,No,No phone service,Month-to-month,592.75,No
1653,Male,0,Yes,No,58,Yes,No,Two year,1185.95,No
1654,Male,0,Yes,Yes,1,Yes,No,One year,18.8,No
1655,Female,0,Yes,Yes,3,Yes,No,Month-to-month,134.5,Yes
1656,Female,0,No,No,53,Yes,Yes,Month-to-month,4921.2,No
1657,Male,0,No,No,35,Yes,Yes,Month-to-month,901.25,No
1658,Male,0,Yes,Yes,50,Yes,Yes,Month-to-month,5341.8,Yes
1659,Male,0,Yes,Yes,68,Yes,Yes,Two year,4859.95,No
1660,Male,0,Yes,No,47,Yes,Yes,Month-to-month,1139.2,No
1661,Female,1,Yes,No,65,Yes,Yes,Month-to-month,7082.45,No
1662,Male,0,No,No,5,Yes,No,Month-to-month,324.6,Yes
1663,Male,0,Yes,No,51,Yes,Yes,Month-to-month,4812.75,Yes
1664,Female,0,No,No,46,Yes,Yes,Month-to-month,4399.5,Yes
1665,Female,0,No,No,9,Yes,Yes,Month-to-month,663.55,No
1666,Female,0,No,No,8,Yes,No,Two year,174.65,No
1667,Male,0,No,No,14,Yes,Yes,One year,321.7,No
1668,Female,0,No,No,45,Yes,Yes,Month-to-month,5125.5,No
1669,Female,0,No,No,8,Yes,Yes,Month-to-month,548.9,No
1670,Male,1,No,Yes,1,Yes,No,Month-to-month,50.15,Yes
1671,Male,0,Yes,Yes,66,Yes,No,One year,7031.3,No
1672,Male,0,Yes,Yes,72,Yes,Yes,Two year,5016.65,No
1673,Female,0,Yes,No,41,Yes,Yes,Month-to-month,4594.95,Yes
1674,Female,0,Yes,Yes,23,Yes,Yes,Two year,611.45,No
1675,Female,0,No,No,29,Yes,No,Month-to-month,2384.15,Yes
1676,Female,0,No,No,4,Yes,Yes,Month-to-month,319.85,No
1677,Male,0,Yes,Yes,6,Yes,Yes,Two year,153.3,No
1678,Female,1,Yes,No,67,Yes,Yes,One year,7035.6,No
1679,Male,1,No,Yes,7,Yes,No,Month-to-month,344.2,No
1680,Male,0,Yes,Yes,56,Yes,Yes,One year,1431.65,No
1681,Female,0,Yes,No,72,Yes,Yes,Two year,1849.2,No
1682,Male,0,Yes,No,72,Yes,Yes,Two year,6083.1,No
1683,Male,0,Yes,Yes,23,Yes,No,Two year,426.65,No
1684,Female,0,No,Yes,35,Yes,Yes,Month-to-month,1655.35,No
1685,Male,1,Yes,No,27,Yes,No,Month-to-month,1943.9,No
1686,Female,0,Yes,Yes,26,Yes,Yes,Month-to-month,1616.15,Yes
1687,Male,0,Yes,Yes,12,Yes,Yes,One year,314.95,No
1688,Female,0,No,No,40,Yes,No,Two year,804.85,No
1689,Male,0,Yes,Yes,7,No,No phone service,Month-to-month,465.7,No
1690,Male,0,Yes,Yes,70,Yes,Yes,Month-to-month,6669.05,No
1691,Male,0,Yes,Yes,60,Yes,No,Two year,1161.75,No
1692,Male,0,Yes,Yes,39,No,No phone service,One year,947.75,No
1693,Male,0,Yes,No,72,Yes,Yes,Two year,8375.05,No
1694,Female,0,No,No,1,No,No phone service,Month-to-month,34.7,Yes
1695,Male,0,Yes,Yes,54,Yes,Yes,One year,3770.0,No
1696,Male,0,No,No,3,Yes,Yes,Month-to-month,264.8,Yes
1697,Female,0,Yes,Yes,63,Yes,No,Two year,4707.85,No
1698,Male,0,Yes,Yes,71,Yes,Yes,Two year,6152.4,No
1699,Female,0,No,No,42,Yes,No,One year,958.1,No
1700,Male,0,No,No,47,Yes,No,Two year,943.0,No
1701,Female,0,Yes,Yes,66,Yes,Yes,One year,6615.15,Yes
1702,Female,0,Yes,No,21,Yes,Yes,Month-to-month,2200.25,Yes
1703,Male,0,No,No,11,No,No phone service,Month-to-month,425.1,No
1704,Male,0,No,Yes,1,Yes,Yes,Month-to-month,99.75,Yes
1705,Female,1,Yes,No,55,Yes,Yes,Month-to-month,5044.8,No
1706,Male,0,No,No,69,Yes,Yes,Two year,6743.55,No
1707,Female,1,No,No,3,Yes,No,Month-to-month,196.4,No
1708,Male,0,No,No,4,Yes,No,Month-to-month,299.7,Yes
1709,Male,1,No,No,30,Yes,Yes,Two year,2093.9,No
1710,Female,0,No,No,5,Yes,Yes,Month-to-month,417.75,No
1711,Female,0,Yes,No,71,Yes,Yes,Two year,1725.4,No
1712,Female,0,No,No,29,Yes,Yes,One year,1620.2,No
1713,Male,0,Yes,No,52,Yes,Yes,Month-to-month,3169.55,No
1714,Male,0,No,No,68,Yes,Yes,One year,5233.25,No
1715,Female,0,Yes,Yes,46,Yes,No,Two year,967.85,No
1716,Male,0,No,No,8,Yes,No,Month-to-month,438.05,No
1717,Male,0,Yes,No,72,Yes,No,Two year,1421.9,No
1718,Female,0,No,No,17,Yes,No,One year,323.15,No
1719,Male,0,No,No,3,Yes,No,Month-to-month,318.6,No
1720,Female,1,No,No,2,Yes,No,Month-to-month,163.7,No
1721,Female,0,No,No,9,Yes,No,Month-to-month,639.65,Yes
1722,Female,0,No,No,51,No,No phone service,One year,2928.5,No
1723,Female,0,Yes,Yes,6,Yes,No,Two year,100.35,No
1724,Female,0,Yes,No,3,Yes,Yes,Month-to-month,273.2,No
1725,Female,1,No,No,17,Yes,Yes,Month-to-month,1608.15,No
1726,Male,0,Yes,No,30,Yes,Yes,Month-to-month,1441.95,No
1727,Male,0,No,No,31,Yes,Yes,Month-to-month,2168.15,No
1728,Female,0,No,No,45,Yes,No,Two year,3618.7,No
1729,Male,0,Yes,No,64,Yes,Yes,One year,5692.65,No
1730,Male,0,No,No,1,Yes,Yes,Month-to-month,59.85,Yes
1731,Female,1,No,No,1,Yes,No,Month-to-month,69.6,Yes
1732,Male,1,Yes,Yes,61,Yes,Yes,One year,5969.3,No
1733,Male,0,No,No,1,Yes,No,Month-to-month,19.05,No
1734,Male,0,No,No,9,No,No phone service,Month-to-month,418.8,Yes
1735,Male,0,Yes,Yes,72,Yes,Yes,Two year,8100.55,No
1736,Female,0,No,No,1,Yes,No,Month-to-month,19.5,Yes
1737,Female,0,Yes,No,7,Yes,No,Month-to-month,313.45,No
1738,Female,0,Yes,No,66,Yes,Yes,One year,6130.95,No
1739,Male,0,No,No,1,Yes,No,Month-to-month,69.9,Yes
1740,Male,0,Yes,Yes,40,Yes,No,Month-to-month,745.3,No
1741,Male,0,No,No,16,Yes,Yes,Month-to-month,1212.1,No
1742,Female,0,No,No,2,Yes,No,Month-to-month,183.75,Yes
1743,Male,0,Yes,No,67,Yes,Yes,Two year,1583.5,No
1744,Female,0,Yes,No,41,Yes,No,One year,4162.05,No
1745,Female,0,Yes,Yes,56,Yes,No,Two year,1119.9,No
1746,Female,0,No,No,72,Yes,Yes,Two year,8013.55,No
1747,Female,0,Yes,Yes,3,Yes,Yes,Month-to-month,264.85,Yes
1748,Female,0,Yes,No,54,Yes,No,Two year,1102.4,No
1749,Male,1,No,No,52,Yes,Yes,Month-to-month,5832.0,No
1750,Female,0,No,No,50,Yes,No,Two year,4304.5,No
1751,Male,0,No,No,14,Yes,Yes,Month-to-month,1178.4,Yes
1752,Male,0,Yes,No,27,Yes,No,One year,1421.75,No
1753,Female,1,Yes,No,72,Yes,Yes,Two year,6827.5,No
1754,Male,0,No,No,62,Yes,No,One year,4698.05,No
1755,Female,0,No,No,12,Yes,No,Month-to-month,654.5,No
1756,Female,1,No,No,44,Yes,No,One year,3268.05,No
1757,Male,0,Yes,Yes,54,Yes,No,Two year,4362.05,No
1758,Female,0,No,No,68,Yes,No,Two year,1386.9,No
1759,Male,0,No,No,20,Yes,No,Month-to-month,415.4,No
1760,Male,0,Yes,Yes,50,Yes,Yes,One year,2614.1,No
1761,Male,0,No,No,58,Yes,Yes,Two year,1513.6,No
1762,Male,0,Yes,Yes,35,Yes,Yes,Month-to-month,3161.6,No
1763,Female,0,No,No,2,Yes,No,Month-to-month,80.95,No
1764,Male,0,Yes,Yes,63,Yes,Yes,Two year,4676.7,No
1765,Female,0,Yes,No,58,Yes,Yes,One year,6526.65,No
1766,Female,0,Yes,Yes,27,Yes,No,One year,583.3,No
1767,Female,0,Yes,No,71,Yes,Yes,Two year,8078.1,No
1768,Female,0,No,No,63,Yes,No,One year,3503.5,No
1769,Male,0,Yes,No,71,Yes,Yes,Month-to-month,6669.45,No
1770,Female,1,No,No,41,Yes,Yes,Month-to-month,4689.5,Yes
1771,Male,1,No,No,13,Yes,No,Month-to-month,1201.15,Yes
1772,Male,0,No,No,2,Yes,No,Month-to-month,143.65,Yes
1773,Female,0,Yes,Yes,68,Yes,No,Two year,1292.65,No
1774,Male,0,Yes,Yes,1,Yes,No,Month-to-month,48.75,No
1775,Male,1,No,No,65,Yes,Yes,Two year,7108.2,No
1776,Male,1,Yes,No,72,Yes,Yes,Two year,1802.55,No
1777,Female,0,No,No,28,Yes,Yes,Month-to-month,1505.15,No
1778,Male,0,Yes,Yes,72,Yes,Yes,Two year,1859.1,No
1779,Female,0,No,No,2,Yes,No,Month-to-month,168.5,No
1780,Female,0,No,Yes,18,Yes,No,One year,390.85,Yes
1781,Male,1,Yes,No,60,Yes,Yes,One year,6339.45,No
1782,Female,1,No,No,26,Yes,Yes,Month-to-month,1652.4,No
1783,Male,0,No,Yes,1,Yes,No,Month-to-month,71.65,Yes
1784,Female,0,No,No,4,Yes,No,Month-to-month,77.5,Yes
1785,Male,0,Yes,Yes,68,Yes,Yes,Two year,6392.85,No
1786,Female,0,No,No,38,Yes,No,Month-to-month,3264.5,Yes
1787,Female,1,Yes,No,42,Yes,Yes,One year,4599.15,No
1788,Female,0,Yes,No,57,Yes,No,Two year,1134.25,No
1789,Male,0,Yes,No,54,No,No phone service,Month-to-month,1621.35,No
1790,Female,0,No,No,12,Yes,No,Month-to-month,947.3,Yes
1791,Female,0,Yes,No,44,Yes,No,One year,2722.2,No
1792,Male,0,Yes,Yes,42,Yes,Yes,Month-to-month,3058.3,No
1793,Male,0,Yes,Yes,72,Yes,Yes,Two year,1769.6,No
1794,Female,0,Yes,Yes,71,Yes,Yes,Two year,6293.75,No
1795,Female,0,Yes,No,19,Yes,Yes,Month-to-month,1761.05,Yes
1796,Female,0,Yes,No,23,Yes,Yes,Month-to-month,1642.75,No
1797,Female,0,No,No,30,Yes,No,Two year,578.5,No
1798,Male,0,No,No,35,Yes,Yes,One year,954.9,No
1799,Female,0,No,No,10,Yes,Yes,Month-to-month,973.25,Yes
1800,Male,0,No,No,1,Yes,No,Month-to-month,43.85,No
1801,Male,0,No,No,22,Yes,No,Month-to-month,1490.4,No
1802,Male,0,Yes,Yes,7,No,No phone service,Two year,280.0,No
1803,Female,0,No,No,36,No,No phone service,Two year,1901.25,No
1804,Female,0,Yes,Yes,34,Yes,No,Month-to-month,716.4,No
1805,Male,0,Yes,Yes,72,Yes,Yes,Two year,4720.0,No
1806,Male,0,Yes,Yes,36,Yes,Yes,Two year,930.95,No
1807,Female,0,No,No,1,Yes,No,Month-to-month,76.35,Yes
1808,Female,0,No,No,23,Yes,Yes,Month-to-month,1676.95,Yes
1809,Male,1,Yes,No,32,Yes,Yes,Month-to-month,2642.05,Yes
1810,Female,0,Yes,Yes,71,Yes,Yes,One year,6770.85,No
1811,Female,1,No,No,23,Yes,Yes,Month-to-month,1835.3,No
1812,Male,0,Yes,No,17,Yes,No,One year,1588.25,No
1813,Male,0,No,No,1,Yes,No,Month-to-month,75.5,No
1814,Male,0,Yes,Yes,12,Yes,No,Two year,258.35,No
1815,Female,0,Yes,No,72,Yes,No,Two year,1502.25,No
1816,Male,0,No,No,1,Yes,No,Month-to-month,19.2,No
1817,Male,1,Yes,No,72,Yes,Yes,Two year,6929.4,No
1818,Male,0,Yes,Yes,60,Yes,Yes,Month-to-month,4453.3,No
1819,Female,0,Yes,Yes,61,No,No phone service,Two year,3244.4,No
1820,Female,0,Yes,No,6,Yes,No,Month-to-month,323.45,No
1821,Male,1,Yes,No,32,Yes,Yes,Month-to-month,2661.1,Yes
1822,Female,0,No,Yes,31,Yes,Yes,Month-to-month,2697.4,Yes
1823,Male,0,No,No,19,Yes,No,Month-to-month,1424.5,Yes
1824,Male,0,Yes,Yes,72,Yes,No,Two year,1401.15,No
1825,Female,0,No,No,32,Yes,Yes,Month-to-month,1739.6,No
1826,Male,0,Yes,No,65,Yes,Yes,Month-to-month,5931.0,No
1827,Female,0,Yes,Yes,45,No,No phone service,Month-to-month,2333.85,No
1828,Male,0,No,No,42,Yes,Yes,One year,949.85,No
1829,Male,0,No,No,8,Yes,Yes,Month-to-month,572.45,No
1830,Male,0,No,Yes,32,Yes,No,Two year,696.8,No
1831,Female,1,Yes,No,22,Yes,Yes,Month-to-month,1381.8,No
1832,Male,1,Yes,No,57,No,No phone service,Month-to-month,2572.95,Yes
1833,Male,0,No,No,1,Yes,No,Month-to-month,47.95,No
1834,Male,1,No,No,1,Yes,No,Month-to-month,45.1,Yes
1835,Female,0,Yes,No,1,Yes,No,Month-to-month,45.0,No
1836,Male,0,No,No,24,Yes,No,Month-to-month,2122.45,Yes
1837,Male,0,No,No,1,Yes,No,Month-to-month,20.05,Yes
1838,Male,1,No,No,54,Yes,Yes,Month-to-month,4931.8,No
1839,Female,0,No,No,4,Yes,Yes,Two year,116.95,No
1840,Male,0,Yes,Yes,65,Yes,Yes,Two year,6937.95,Yes
1841,Female,0,Yes,No,56,Yes,Yes,One year,1261.7,No
1842,Male,0,No,No,45,Yes,No,Month-to-month,3273.8,No
1843,Female,0,Yes,Yes,71,Yes,No,Two year,1415.85,No
1844,Male,0,Yes,No,59,Yes,No,One year,3958.2,No
1845,Male,0,No,No,69,No,No phone service,One year,2492.25,No
1846,Male,0,No,No,19,Yes,No,One year,279.2,No
1847,Female,0,Yes,Yes,55,Yes,No,Two year,1083.0,No
1848,Female,0,No,No,38,Yes,No,One year,755.5,No
1849,Male,0,No,No,10,Yes,No,Month-to-month,402.6,Yes
1850,Female,1,Yes,No,47,Yes,Yes,Month-to-month,3252.0,No
1851,Female,0,Yes,No,2,No,No phone service,Month-to-month,68.75,Yes
1852,Male,0,No,No,1,Yes,No,Month-to-month,46.2,Yes
1853,Female,0,No,No,1,Yes,No,Month-to-month,45.15,Yes
1854,Male,1,No,No,1,No,No phone service,Month-to-month,43.3,Yes
1855,Male,0,Yes,Yes,46,Yes,No,Two year,936.85,No
1856,Female,1,No,No,38,Yes,No,Month-to-month,2250.65,Yes
1857,Female,0,Yes,No,65,Yes,No,Two year,3857.1,No
1858,Female,0,Yes,No,19,Yes,No,Month-to-month,1441.1,Yes
1859,Male,0,No,No,52,Yes,No,Month-to-month,4338.6,Yes
1860,Male,0,Yes,Yes,71,Yes,No,Two year,1378.45,No
1861,Female,0,No,No,1,Yes,No,Month-to-month,45.95,Yes
1862,Female,1,No,No,52,No,No phone service,Month-to-month,2566.3,No
1863,Male,0,Yes,No,6,Yes,Yes,One year,171.0,No
1864,Female,1,Yes,No,26,Yes,No,One year,1597.4,No
1865,Male,1,No,No,48,Yes,Yes,One year,4744.35,No
1866,Female,0,Yes,Yes,64,Yes,Yes,One year,6721.6,No
1867,Female,0,No,No,3,Yes,No,Month-to-month,247.25,Yes
1868,Male,0,No,No,1,Yes,No,Month-to-month,44.05,No
1869,Male,0,Yes,Yes,72,Yes,Yes,Two year,1734.65,No
1870,Male,0,No,No,1,Yes,No,Month-to-month,45.55,No
1871,Female,0,Yes,Yes,51,Yes,Yes,Month-to-month,4539.35,No
1872,Female,0,Yes,Yes,41,Yes,No,Two year,804.25,No
1873,Female,0,Yes,Yes,72,Yes,No,Two year,5011.15,No
1874,Female,0,Yes,No,43,Yes,Yes,Two year,3574.5,No
1875,Male,0,Yes,No,72,Yes,Yes,Two year,8086.4,No
1876,Male,0,Yes,No,47,Yes,Yes,One year,4563.0,No
1877,Male,0,No,No,72,Yes,Yes,Two year,6362.35,No
1878,Male,0,No,No,3,Yes,No,Month-to-month,67.1,No
1879,Male,0,No,No,1,Yes,No,Month-to-month,70.05,Yes
1880,Male,0,No,No,2,Yes,Yes,Month-to-month,165.45,Yes
1881,Male,0,No,No,26,No,No phone service,Month-to-month,1156.55,No
1882,Male,0,Yes,Yes,29,Yes,No,Month-to-month,1834.15,No
1883,Female,1,Yes,No,35,Yes,Yes,Month-to-month,3653.35,Yes
1884,Male,0,No,No,27,Yes,No,One year,1477.65,No
1885,Male,0,Yes,Yes,24,Yes,No,Month-to-month,1706.45,No
1886,Male,0,Yes,Yes,67,Yes,No,Two year,3953.7,No
1887,Female,0,No,No,16,Yes,Yes,Month-to-month,1194.3,Yes
1888,Female,0,No,No,23,Yes,No,One year,1327.85,No
1889,Male,0,No,No,14,No,No phone service,Month-to-month,419.7,No
1890,Female,0,Yes,Yes,1,Yes,No,Month-to-month,21.0,Yes
1891,Female,1,No,No,1,Yes,No,Month-to-month,45.1,Yes
1892,Male,1,No,No,4,No,No phone service,Month-to-month,207.35,No
1893,Male,0,No,Yes,16,Yes,Yes,Month-to-month,1083.7,No
1894,Female,0,Yes,No,46,No,No phone service,Month-to-month,2007.85,No
1895,Male,0,No,Yes,68,Yes,Yes,Two year,5882.75,No
1896,Male,0,No,No,38,Yes,Yes,Month-to-month,2657.55,No
1897,Male,1,Yes,No,30,Yes,No,Month-to-month,1527.5,Yes
1898,Female,1,No,No,5,Yes,No,Month-to-month,378.4,Yes
1899,Male,0,No,No,17,Yes,No,Month-to-month,1612.2,No
1900,Male,0,Yes,Yes,4,Yes,No,Two year,76.65,No
1901,Female,0,No,No,12,Yes,No,One year,260.7,No
1902,Male,0,Yes,Yes,72,Yes,Yes,Two year,6441.85,No
1903,Male,0,No,No,3,Yes,No,Month-to-month,266.8,No
1904,Male,0,No,No,56,Yes,Yes,Month-to-month,5124.6,Yes
1905,Female,0,No,No,41,Yes,Yes,One year,962.25,No
1906,Male,0,No,No,40,No,No phone service,One year,1382.9,No
1907,Female,0,No,No,7,Yes,No,Month-to-month,571.05,No
1908,Male,0,No,No,69,Yes,No,Two year,1399.35,No
1909,Male,0,Yes,Yes,7,Yes,No,One year,150.0,No
1910,Female,0,Yes,Yes,5,No,No phone service,Month-to-month,167.2,No
1911,Female,0,Yes,Yes,72,Yes,Yes,Two year,7657.4,No
1912,Male,0,Yes,Yes,44,Yes,No,One year,865.05,No
1913,Female,0,No,No,65,Yes,Yes,One year,6153.85,No
1914,Female,0,No,No,3,Yes,Yes,Month-to-month,174.2,No
1915,Male,0,No,No,24,Yes,No,Month-to-month,1269.6,No
1916,Female,0,No,No,44,Yes,Yes,Month-to-month,3862.55,Yes
1917,Female,1,Yes,No,72,Yes,Yes,Two year,6352.4,No
1918,Male,0,No,No,24,Yes,No,Month-to-month,1348.5,No
1919,Male,0,No,No,1,Yes,No,Month-to-month,50.9,Yes
1920,Male,0,Yes,No,22,Yes,No,Month-to-month,471.55,No
1921,Male,0,Yes,Yes,70,Yes,Yes,Two year,5931.75,No
1922,Male,0,Yes,Yes,25,Yes,Yes,Month-to-month,1404.65,No
1923,Male,0,Yes,Yes,37,Yes,No,Two year,726.1,No
1924,Female,1,Yes,Yes,22,Yes,Yes,Month-to-month,1961.6,No
1925,Female,0,Yes,Yes,59,Yes,Yes,Two year,4194.85,No
1926,Male,0,Yes,Yes,49,Yes,Yes,Month-to-month,4872.45,Yes
1927,Male,0,Yes,Yes,47,Yes,Yes,Month-to-month,5118.95,Yes
1928,Female,0,Yes,Yes,31,Yes,No,Month-to-month,658.95,Yes
1929,Male,0,Yes,Yes,1,Yes,No,Month-to-month,81.05,No
1930,Male,0,No,No,3,Yes,No,Month-to-month,76.95,No
1931,Female,0,Yes,No,53,Yes,Yes,One year,5809.75,No
1932,Male,0,No,No,1,Yes,No,Month-to-month,20.2,No
1933,Male,0,No,No,20,Yes,No,One year,415.9,No
1934,Female,0,No,No,3,Yes,No,Month-to-month,246.5,Yes
1935,Female,0,No,No,51,Yes,No,One year,996.95,No
1936,Female,0,Yes,No,51,Yes,No,One year,3145.15,No
1937,Female,0,Yes,Yes,13,Yes,No,Two year,265.3,No
1938,Female,0,No,No,1,Yes,No,Month-to-month,20.9,No
1939,Male,0,No,Yes,1,Yes,No,Month-to-month,21.05,No
1940,Male,0,No,No,63,Yes,Yes,One year,4576.3,No
1941,Male,0,No,No,3,Yes,No,Month-to-month,189.1,No
1942,Male,0,No,No,46,Yes,No,Two year,908.15,No
1943,Male,0,No,No,1,Yes,Yes,Month-to-month,49.8,No
1944,Male,0,No,Yes,8,No,No phone service,Month-to-month,215.2,Yes
1945,Female,0,Yes,Yes,71,Yes,No,Two year,1500.95,No
1946,Male,0,Yes,Yes,55,Yes,Yes,Month-to-month,5099.15,No
1947,Female,0,No,No,70,Yes,Yes,One year,6385.95,No
1948,Female,0,No,No,2,Yes,No,Month-to-month,159.45,Yes
1949,Male,0,Yes,Yes,67,Yes,Yes,Two year,6885.75,No
1950,Male,0,Yes,No,65,Yes,Yes,Month-to-month,5940.85,Yes
1951,Male,0,Yes,No,14,Yes,No,Month-to-month,668.85,No
1952,Female,0,Yes,Yes,20,Yes,Yes,Month-to-month,1916.2,No
1953,Male,0,No,Yes,1,Yes,No,Month-to-month,75.35,Yes
1954,Male,0,No,No,1,Yes,Yes,Month-to-month,75.45,Yes
1955,Female,0,Yes,Yes,49,Yes,Yes,Month-to-month,4613.95,No
1956,Female,0,No,No,72,Yes,Yes,Two year,7261.25,No
1957,Female,0,Yes,No,46,Yes,Yes,Month-to-month,2459.8,No
1958,Male,0,No,No,24,Yes,Yes,Month-to-month,2048.8,No
1959,Female,0,Yes,Yes,5,No,No phone service,Month-to-month,163.55,No
1960,Female,0,Yes,Yes,33,Yes,Yes,Month-to-month,2888.7,No
1961,Female,0,No,No,42,Yes,Yes,One year,2421.6,No
1962,Male,0,No,No,23,Yes,No,One year,2292.75,No
1963,Male,0,No,No,8,Yes,No,Month-to-month,553.4,No
1964,Male,0,No,No,66,Yes,No,One year,3465.7,No
1965,Male,0,No,No,24,Yes,No,Month-to-month,1210.4,Yes
1966,Male,1,No,No,24,Yes,Yes,Month-to-month,1291.3,No
1967,Male,0,No,No,69,Yes,Yes,One year,5356.45,Yes
1968,Female,0,No,No,53,Yes,No,One year,5200.8,No
1969,Female,0,No,No,60,No,No phone service,Two year,3237.05,No
1970,Female,0,Yes,No,7,Yes,No,Month-to-month,576.65,Yes
1971,Female,0,No,No,20,Yes,No,One year,433.75,No
1972,Female,0,Yes,Yes,23,Yes,Yes,Month-to-month,1868.4,No
1973,Male,0,Yes,Yes,72,Yes,No,Two year,5728.55,No
1974,Male,0,Yes,No,11,Yes,Yes,Month-to-month,825.7,Yes
1975,Male,0,No,No,21,Yes,No,Two year,390.4,No
1976,Male,1,No,No,1,Yes,Yes,Month-to-month,93.55,Yes
1977,Male,1,No,No,31,Yes,Yes,Month-to-month,2845.15,No
1978,Female,0,No,No,57,Yes,No,Two year,3894.4,No
